id,Sistema,Assunto,Mnemônico,Funcionalidade,Versão,Vínculo,Órgão,UPAG,UORG,Data,Nota,comments
637,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,71,SER,25000,3976.0,,2025-03-25 15:23:44.457,1,LENTO DEMAIS. DERRUBA TODA HORA
638,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-03-25 15:18:17.659,1,"E extremamente lento e não consigo, de forma alguma, anexar os documentos que comprovam o pagamento da mensalidade do plano de saúde de 2024. "
639,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-03-25 15:17:47.974,1,"E extremamente lento e não consigo, de forma alguma, anexar os documentos que comprovam o pagamento da mensalidade do plano de saúde de 2024. "
640,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,20115,,,2025-03-25 14:37:26.274,1,Inviável!
641,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,157,SER,32300,,,2025-03-25 13:11:23.849,1,Lento e desfuncional.
642,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,,17600,2.0,8.0,2025-03-25 11:05:21.281,1,"Uma manhã inteira tentando criar uma solicitação simples. Sistema lento, não funciona, quando salva rascunho, desaparece. Nota 0."
643,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,17600,,,2025-03-25 10:14:14.382,1,Sistema muito lento. Não atualiza as informações.
644,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,36201,,,2025-03-25 08:13:43.314,1,"Péssima navegação, nada intuitivo."
645,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40806,,,2025-03-24 20:14:28.278,2,Não é amigável nem fornece opção para envio de comprovante
646,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26452,,,2025-03-24 16:20:00.639,1,Nao consigo anexar comprovante.
647,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26452,,,2025-03-24 16:19:38.576,1,Nao consigo anexar comprovante.
648,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40116,,,2025-03-24 15:25:59.197,1,A pagina não abre e há semanas que tento sem sucesso
649,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,13300,,,2025-03-24 13:45:23.912,2,"Mensagem de erro:
Dados  do arquivo não fornecidos"
650,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,156,,26419,57.0,745.0,2025-03-24 12:45:17.588,4,
651,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,155,SER,57202,,,2025-03-24 12:00:41.381,5,"Excelente, por favor gostaria de saber se enviei correto e quando será concluído, por gentileza gratidão."
652,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,71,SER,26412,1.0,,2025-03-24 11:52:12.964,2,Sistema muito lento.
653,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,71,SER,26412,1.0,,2025-03-24 11:51:26.815,2,Sistema muito lento.
654,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,71,SER,26412,1.0,,2025-03-24 11:50:24.562,2,Sistema muito lento.
655,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,11275.0,,2025-03-24 11:06:53.999,1,Instabilidade constante impede concluir qualquer procedimento nesse sistema (SIGEPE - Módulo Requerimento).
656,SIGEPE,Avaliação de Desempenho,PTECPTEMIMIS,Cadastrar Minhas Metas Individuais,0,SER,39252,,,2025-03-24 09:45:48.841,1,Não é descrito como ser incluído em plano de trabalho.
657,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,154,SER,57202,,,2025-03-21 20:28:35.611,4,
658,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26242,,,2025-03-21 18:31:17.373,3,A pagina nao rola no notebook para q eu possa preencher o restante do formulário. vou tentar no celular.
659,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,,26235,10.0,280.0,2025-03-21 15:12:46.229,5,
660,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40116,,,2025-03-21 10:03:25.082,1,não consigo assinar
661,SIGEPE,Avaliação de Desempenho,AVDEPACOMIAVPA,Consultar Minhas Avaliações Parciais,0,SER,57201,,,2025-03-21 09:21:05.186,5,
662,SIGEPE,Requerimento,CONSULTPROCESS,Pesquisar Requerimento,70,SER,20115,663.0,1334.0,2025-03-20 09:51:26.815,1,Não encontro a opção para Solicitar Requerimento com Comprovante de Quitação de Plano de Saúde
663,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,25000,,,2025-03-19 18:08:40.746,5,demonstrativo imposto de renda
664,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,40108,,,2025-03-19 17:09:03.758,1,Não consigo concluir minha avaliação
665,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26236,,,2025-03-19 14:28:14.764,4,
666,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,153,,17600,283.0,461.0,2025-03-19 10:19:37.474,1,Aplicativo não é amigável.
667,SIGEPE,Requerimento,SERVIPACOTPROCE,Corrigir Requerimento,152,SER,59000,,,2025-03-18 18:20:15.176,2,não fica claro como concluir a atividade.
668,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,54000,1121.0,,2025-03-18 15:25:39.938,3,Tem apresentado muita lentidão no processamento das informações.
669,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26236,,,2025-03-18 14:42:46.965,1,"Não entra o início e o fim do plano
"
670,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,,13300,683.0,32.0,2025-03-18 14:19:36.019,4,"Só consegui fazer porque tem um tutorial de anos anteriores bem didático. De outra forma seria muito complexo. Imagino um servidor idoso ou aposentado, deve ser muito difícil."
671,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-03-18 12:23:25.628,1,"O sistema não é intuitivo, lento e apresenta erros no carregamento de funcionalidades."
672,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,151,SER,26242,,,2025-03-18 11:59:43.343,2,"ANEXEI O ARQUIVO DO DIPLOMA DE DOUTORADO MAS O SISTEMA ACUSA ERRO SEM INDICA COMO PODE SER SOLUCIONADO. POR ISSO, NÃO POSSO DEIXAR DE AVALIAR A FUNCIONALIDADE COMO RUIM."
673,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26245,,,2025-03-18 11:51:47.883,1,Ao fazer requerimento deveria incluir todos os anexos de uma so vez e no final do requerimneto. É muito vai e vem.
674,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-03-18 10:29:59.652,1,Não está funcionando...
675,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-03-18 10:29:24.112,1,Não está funcionando...
676,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,PEN,40806,,,2025-03-18 10:05:04.354,4,
677,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,25000,,,2025-03-17 18:33:30.551,2,como conseguir comprovante rendimentos IR 2024/ 2025
678,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,40211,,,2025-03-17 16:48:55.467,1,"Péssima, sistema lentíssimo!"
679,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17600,,,2025-03-17 15:33:06.309,1,LIXO!
680,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,,30203,751.0,741.0,2025-03-17 15:31:20.184,1,Não abre o requerimento. Sistema cai.
681,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,57202,11275.0,,2025-03-17 14:16:08.622,1,Lentidão e erros constantes
682,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26256,,,2025-03-17 14:04:40.835,2,Muito lento. Está dando muito erro
683,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26246,513.0,,2025-03-17 13:51:54.109,1,Sistema muito lento
684,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40116,,,2025-03-17 13:44:54.279,2,"Nao consigo anexar o documento. At.te,"
685,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,13300,,,2025-03-17 11:51:25.246,1,"funcionalidade não é intuitiva, muito demorada para ser acessada"
686,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,,44205,16.0,98.0,2025-03-17 11:39:33.975,1,Sistema péssimo! Extremamente lento e nada amigável.
687,SIGEPE,Avaliação de Desempenho,AVDEVIAVDESE,Consultar Minha Avaliação de Desempenho,0,SER,40501,,,2025-03-17 09:58:44.159,5,
688,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26236,,,2025-03-17 09:23:53.111,1,Péssimo. Não consigo enviar comprovantes de quitação do plano de saúde 2024.
689,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,69,SER,26274,,,2025-03-17 09:06:09.531,1,"Como servidor, utilizo o SIGEPE para serviços administrativos e o trabalho não está rendendo. O SIGEPE é lento e sempre trava, o sistema simplesmente não funciona."
690,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40806,,,2025-03-14 17:59:29.914,5,Espero ter acertado tudo.
691,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26236,,,2025-03-14 16:10:50.218,5,
692,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-03-14 14:46:00.266,4,
693,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26452,,,2025-03-14 12:39:02.901,4,
694,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,150,,17600,917.0,973.0,2025-03-14 11:42:49.982,1,Sistema muito ruim.
695,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,,26414,2.0,259.0,2025-03-14 11:32:02.595,1,"NÃO ABRE NUNCA, SEMPRE DANDO ERRO"
696,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,25000,3976.0,,2025-03-14 11:22:07.69,1, O SISTEMA DA ERRO DIRETO E PERCO MUITI TEMPO NESTE SERVIÇO
697,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,150,SER,26262,,,2025-03-14 10:39:31.622,2,Requerimento desde 21/02/2025 para deferimento e até hoje 14/03/25 continua EM ANÁLISE.
698,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,69,SER,30802,420.0,,2025-03-14 10:32:50.461,1,LENTO E TRAVANDO.
699,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,69,SER,30802,420.0,,2025-03-14 10:32:25.395,1,LENTO E TRAVANDO.
700,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,69,SER,30802,420.0,,2025-03-14 10:31:58.795,1,LENTO E TRAVANDO.
701,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,42201,,,2025-03-13 20:40:56.291,3,Confuso
702,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26440,,,2025-03-13 16:38:07.317,1,lento e instável
703,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,36201,,,2025-03-13 15:35:33.17,1,"a rede esta pessima para se trabalhar, lenta demais"
704,SIGEPE,Consignação,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,30802,420.0,,2025-03-13 14:28:58.543,1,"TRAVANDO DIRETO.
NÃO CONSIGO FINALIZAR REQUERIMENTOS."
705,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26411,,,2025-03-13 12:36:23.281,1,"o sigepe  não está funcionando bem, fica travando
"
706,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,30802,420.0,,2025-03-13 12:13:35.077,1,"TRAVANDO DIRETO.
1 HORA PERDIDA SÓ PARA TENTAR ANALISAR E APROVAR UM REQUERIMENTO (E, AINDA NÃO CONSEGUI DEFERIR)"
707,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,17500,,,2025-03-13 11:26:33.906,1,Não carrega função SOLICITAR
708,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,150,SER,57202,,,2025-03-13 11:10:32.152,1,há dois dias por horas tentando fazer o requerimento da quitação do plano de saúde
709,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,57202,12444.0,,2025-03-13 09:13:10.057,4,
710,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,42201,,,2025-03-12 20:10:56.356,4,
711,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,150,SER,40116,,,2025-03-12 17:24:17.433,1,É muito lenta e muitas vezes as telas passam sem que tenha sido dado comando. Não conseguir consultar o conteúdo do processo também é uma falha. Não tenho certeza se o documento necessário foi anexado e não consigo consultar.
712,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40701,,,2025-03-12 16:39:52.291,2,Extremamente demorado
713,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,16000,49.0,,2025-03-12 15:43:22.84,5,"MARAVILHA, ESTOU APRENDENDO A CADA DIA."
714,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26438,6.0,87.0,2025-03-12 15:07:08.608,1,"Faz  três dias que estou tentando analisar o requerimento e o sistema fica pensando e dá erro. 
"
715,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26264,75.0,,2025-03-12 15:00:19.853,5,
716,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40701,,,2025-03-12 14:27:04.445,1,Não consigo avançar
717,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40701,,,2025-03-12 14:26:48.223,1,Não consigo avançar
718,SIGEPE,Requerimento,CONSULTPROCESS,Aguardando Analise,68,SER,25000,3976.0,,2025-03-12 14:22:14.705,1,sistema muiiiiiiito lento
719,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26241,,,2025-03-12 13:59:08.795,1,Sistema ruim
720,SIGEPE,Avaliação de Desempenho,AVDEREAVDESE,Realizar Minha Avaliação de Desempenho,0,SER,40108,,,2025-03-12 13:50:42.14,5,
721,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,59000,,,2025-03-12 13:24:59.821,4,
722,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26236,,,2025-03-12 12:01:44.273,1,"Mais de 2 horas para conseguir mandar um documento de comprovação de quitação de plano de saude, pois os links não abriam. Impossivel para UMA IDOSA DE 65 ANOS FAZER ISSO, SE EU QUE TENHO 23 ANOS E A ESTOU AJUDANDO JÁ ESTOU ESTREMAMENTE IRRITADO COM ESSA FALTA DE RESPEITO COM MINHA TIA. ABSURDO ISSO"
723,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,26271,,,2025-03-12 11:48:22.408,4,Bom
724,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,42201,,,2025-03-12 11:46:06.319,1,O SISTEMA NÃO RESPONDE AOS COMANDOS
725,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,150,SER,20115,,,2025-03-12 11:13:57.714,1,Sistema extremamente lento e pouco funcional. Cadastrei um requerimento e não consigo editá-lo. Quando faço a pesquisa ele consta como rascunho e não consigo abrir o processo para assinar. Foi a mesma coisa ano passado. 
726,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26236,,,2025-03-12 11:01:34.043,1,"se clica em ""solicitar"" e NÃO VAI PRA LUGAR NENHUM E O TEMPO ACABA E SE TEM QUE COMEÇAR TUDOI DE NOVO E NAO SAI DISSO E NÃO CONSIGUIMOS MANDAR O COMPROVANTE DE PAGEMENTO DE PLLANO DE SAUDE SOLCITADO"
727,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26407,,,2025-03-12 10:58:38.499,1,"Demora a abrir, não consigo inserir o anexo desejado."
728,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-03-12 10:28:59.147,4,
729,SIGEPE,Requerimento,SERVIPACOTPROCE,Corrigir Requerimento,149,SER,26257,,,2025-03-12 10:27:34.721,1,O sistema não é intuitivo e não funciona. Já tentei anexar os arquivos solicitados e o sistema continua reiniciando e travando...
730,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,,17600,489.0,726.0,2025-03-12 10:01:46.526,1,Não está funcionando o requerimento para comprovar quitação de plano de saúde
731,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-03-12 09:28:41.788,1,Não foi possível a digitação das datas.
732,SIGEPE,Requerimento,CONSULTPROCESS,Analisar Requerimento,67,SER,16000,,,2025-03-12 07:58:17.716,4,
733,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40116,,,2025-03-11 21:38:02.417,2,Não consigo incluir o comprovante de pagamento do ano de 2024  do Plano de Saúde. O sistema não funciona adequadamente!!! 
734,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26256,,,2025-03-11 21:08:28.879,2,"Difícil acessar sigep e tarefas a serem feitas
"
735,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,25000,,,2025-03-11 18:06:22.161,4,
736,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,33200,,,2025-03-11 16:10:21.647,1,"Site de difícil manuseio, ajuda não funciona. "
737,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40116,,,2025-03-11 15:24:20.418,1,"JÁ TENTEI  50 VEZES ANEXAR O COMPROVANTE DOS PAGAMENTOS DO PLANO DE SAÚDE UNIMEDFERJ E, SEM ÊXITO.
SUGIRO ME SEJA ENVIADO UM  E-MAIL PARA PODER ANEXAR O DITO COMPROVANTE.
AGUARDO,
JAYME TOSTES JR."
738,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,148,SER,30204,,,2025-03-11 14:58:20.732,4,
739,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,30204,,,2025-03-11 14:56:56.713,4,
740,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,25000,,,2025-03-11 12:31:23.12,4,
741,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40806,,,2025-03-10 20:42:44.553,2,"Podiam enviar instruções para chegar até a página, tem que pesquisar no google prá descobrir (coitado dos idosos sem pc)."
742,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26245,,,2025-03-10 13:47:07.611,2,"desejo saber se o requerimento que enviei sobre saúde suplementar-per capta, está em andamento e como saber se já foi analisado e aprovado ?"
743,SIGEPE,Requerimento,SERVIPACOTPROCE,Detalhar Requerimento,147,SER,59000,,,2025-03-10 09:42:02.323,3,"Bom dia.

Como conseguir baixar um arquivo anexo que já enviei?

Muito grato pela atenção!"
744,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,146,SER,59000,,,2025-03-10 09:30:43.76,3,"Bom dia. 

Como consigo baixar um arquivo que enviei como anexo?

Muito grato pela atenção!"
745,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,30802,840.0,,2025-03-10 08:37:19.634,4,
746,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,40806,,,2025-03-09 20:26:29.7,2,Não consigo anexar o comprovante de pagamento do plano de saúde 
747,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,26262,,,2025-03-09 16:28:29.274,1,sem comentarios
748,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26272,,,2025-03-09 13:22:52.755,4,
749,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,13300,,,2025-03-09 12:50:26.684,5,
750,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26236,,,2025-03-08 12:08:40.351,4,
751,SIGEPE,Publicação,PAGESPUBLICONSU,Pesquisar Ato para Publicação,0,SER,33200,1094.0,,2025-03-07 19:13:54.382,5,
752,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26252,,,2025-03-07 15:56:39.134,3,"Boa tarde, não consegui enviar meu comprovante. Gostaria que me auxilassem"
753,SIGEPE,Pensão Alimentícia,CONSULTPENSAOA,Início,0,SER,57202,8797.0,,2025-03-07 10:15:05.267,1,Muitas falhas. Trabalho com determinações judiciais (dependo do fechamento da folha). 
754,SIGEPE,Frequência,VISFICDEFRE,Visualizar Ficha de Frequência,0,,40116,26.0,,2025-03-06 16:16:35.533,5,
755,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,57202,,,2025-03-06 14:40:54.218,2,"dIFÍCIL, COMPLICADO, INCERTO E EXAGERADO PARA O QUE SE DESTINA E PARA O USUARIO"
756,SIGEPE,Afastamento,CONCESSADICION,Incluir Concessão,0,SER,17600,489.0,,2025-03-06 12:01:38.861,5,
757,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,145,SER,39252,,,2025-03-06 11:26:44.84,5,Satisfeito 
758,SIGEPE,Avaliação de Desempenho,AVDEVIAVDESE,Consultar Minha Avaliação de Desempenho,0,SER,40501,,,2025-03-06 08:45:53.981,4,
759,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,30204,,,2025-03-05 17:50:40.191,4,Eu acho que esse ano eu consegui fazer o recadastramento da saúde que no ano passado fiz 5 tentativas e só consegui o deferimento com ajuda  de vocês.
760,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,30204,,,2025-03-05 17:14:31.304,4,
761,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40806,,,2025-03-05 16:18:09.607,1,Não consigo inclui o anexo necessarioy
762,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,26435,,,2025-03-05 10:23:38.656,4,
763,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26262,131.0,266.0,2025-03-05 10:16:57.158,1,"nao consegui achar a area de recadastramento. a orientação é ""No SIGEPE perfil servidor, pelo seguinte caminho:
Requerimento>Solicitar>ATUALIZAÇÃO CADASTRAL -""
mas quando se entra em requerimento nao existe solicitar"
764,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,,17600,83.0,218.0,2025-03-04 10:27:25.21,5,
765,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26256,,,2025-03-04 10:17:30.651,4,
766,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,13300,,,2025-03-02 15:52:06.161,4,"Tendo o caminho é fácil, não tendo bate cabeça."
767,SIGEPE,Assentamento Funcional Digital,PAGPUBDOCMULASS,Publicar em Múltiplos Assentamentos,0,SER,57202,12444.0,,2025-03-02 14:29:56.232,4,"A opção ""Publicar em Múltiplos Assentamentos"" não funciona na UPAG de aposentados e instituidores de pensão (UPAG DIAT-RPPU) do Órgão INSS."
768,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,40806,,,2025-03-01 15:40:32.891,2,Onde eu acho Adesão Saude Suplementar Ressarcimentos ?
769,SIGEPE,Afastamento,PESQUISFILTRAR,Consultar Concessão,39,SER,26410,,,2025-02-28 16:02:36.451,3,ocorrência de Erro
770,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26236,,,2025-02-28 15:50:40.296,5,Excelente
771,SIGEPE,Requerimento,SERVIPACOTPROCE,Dar Ciência,145,SER,26236,,,2025-02-28 15:48:12.1,5,Claro e rápido.
772,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,144,SER,20115,,,2025-02-28 15:05:49.619,4,"APOS O REGISTRO E INCLUSÃO DO COMPROVANTE DE DESPESAS COM PLANO DE SAÚDE, NÃO FOI POSSIVEL CONSULTAR O CADASTRO.


"
773,SIGEPE,Pensão Alimentícia,CONSULTPENSAOA,Início,0,SER,25000,,,2025-02-28 13:25:40.697,2,não está permitindo reativar a Pensão
774,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,25000,,,2025-02-28 08:40:15.615,5,
775,SIGEPE,Requerimento,CONSULTPROCESS,Detalhar Requerimento,66,SER,26233,34.0,,2025-02-28 07:23:39.177,4,
776,SIGEPE,Requerimento,SERVIPACOTPROCE,Consultar,144,SER,17600,,,2025-02-27 12:00:06.692,5,
777,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,13300,,,2025-02-26 15:35:49.94,3,regular
778,SIGEPE,Requerimento,SERVIPACOTPROCE,Corrigir Requerimento,143,SER,59000,,,2025-02-26 13:06:56.193,4,
779,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,33100,149.0,391.0,2025-02-25 20:26:08.653,1,NÃO CONSIGO FAZER UM REQUERIMENTO;
780,SIGEPE,Avaliação de Desempenho,PTECPTEMIMIS,Cadastrar Minhas Metas Individuais,0,SER,57201,17.0,52.0,2025-02-25 12:24:41.377,5,"APOIO AO SCDP
APOIO A CONFERENCIA DE PATRIMONIO
APOIO AOS ESCRITORIOS AVANÇADOS DE DF E ES"
781,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,30802,,,2025-02-25 11:42:51.459,1,"Gostaria de ter acesso ao requerimento para LICENÇA CAPACITAÇÃO, porém não estou conseguindo. Teria como enviar o passo a passo ?"
782,SIGEPE,Pensão Alimentícia,PENSAOALIMENTIC,Cadastrar PA,0,SER,57202,8797.0,,2025-02-25 10:42:25.654,1,"As mensagens de erro aparecem por uma fração de segundo, e desaparecem, impedindo a  leitura."
783,SIGEPE,Assentamento Funcional Digital,PAGESPESQUASSEN,Pesquisar Assentamento Funcional Digital,0,SER,26443,1000000.0,,2025-02-25 09:23:07.597,5,
784,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,30802,,,2025-02-24 11:08:38.019,4,
785,SIGEPE,Central de Mensagens,LEITOR,Leitor de mensagens,0,SER,40806,,,2025-02-24 10:27:17.985,1,preciso enviar comprovante de pagamento de pkano de saude e nao existe nenhum campo para isto
786,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,13300,,,2025-02-24 09:46:22.436,1,troço do seculo passado
787,SIGEPE,Requerimento,SERVIPACOTVISAO,Solicitar,0,SER,42201,,,2025-02-24 08:58:06.696,2,"Estressante essa merd ¿ é muita coisa para os aposentados ¿ é gov br, sougov, sigac, sigepe  senhas e mais senhas pra entrar, pra continuar e pra sair ¿ "
788,SIGEPE,Requerimento,ASSUNPAGINASSUN,Listagem de Tarefas,0,SER,26262,,,2025-02-22 20:25:54.973,1,"burocrática, sem informações, não fornece as opções adequadas a solicitação, confuso"
